Rescue_ID,Date_Caught,Researcher,CaptureSite,ForagingGround,CaptureMethod,Fisher,LandingSite,Species,ReleaseSite,Tag_1,Tag_2,Tag_3,Lost_Tags,T_Number,CCL_cm,CCW_cm,Weight_Kg,Sex,TurtleCharacteristics,Status,Date_Release,Release_Admiss_Notes,SpecialRemarks,PCVNumber,Expenditure
2001_RE_0189,10/29/2001,researcher_14,site_20,ocean,net,fisher_957,site_118,species_1,site_113,KE0370,None,NA,NA,NA,46.7,45.8,NA,NA,few nicks out of trailing edge rear left flipper,NA,NA,NA,NA,NA,NA
2001_RE_0190,10/29/2001,researcher_18,site_111,creek,net,fisher_886,site_8,species_1,site_116,H397,None,NA,NA,NA,NA,NA,NA,NA,1 b on left side of face,NA,NA,NA,NA,NA,NA
2001_RE_0191,10/29/2001,researcher_18,site_12,creek,longline,fisher_259,site_8,species_1,site_116,KE0371,None,NA,CC00198,NA,75.6,69.6,NA,NA,Back left flipper is about 1/4 missing - old wound& last left marg 1 b& small b left side of face.,NA,NA,released 30 Oct 2001,NA,NA,NA
2001_RE_0192,10/30/2001,researcher_18,site_20,ocean,net,fisher_957,site_118,species_2,site_76,KE0372,None,NA,NA,NA,51.2,48.6,NA,NA,algae growth over much of shell& back left flipper has many small b's& small b's on left front flipper +on neck& last center scute is missing (),NA,NA,NA,NA,NA,NA
2001_RE_0193,10/30/2001,researcher_18,site_36,creek,net,fisher_1340,site_42,species_1,site_80,KE0373,None,NA,NA,NA,41.3,39.6,NA,NA,left front flipper at tip is damaged +a small piece is misiing& bottom of back flipper has many b's,NA,NA,NA,NA,NA,NA
2001_RE_0194,10/31/2001,researcher_18,site_110,creek,net,fisher_545,site_8,species_1,site_80,KE0374,None,NA,NA,NA,46.7,45.6,NA,NA,clean,NA,NA,NA,NA,NA,NA
2001_RE_0195,10/31/2001,researcher_18,site_20,ocean,longline,fisher_1270,site_118,species_2,site_102,KE0375,None,NA,NA,NA,42.5,39.9,NA,NA,algal growth& left lateral scute between 6-7 is chipped +10-11& left front flipper has a notch out at edge,NA,NA,NA,NA,NA,NA
2001_RE_0196,11/1/2001,researcher_14,site_13,ocean,net,fisher_1119,site_120,species_2,site_80,KE0380,None,NA,NA,NA,36.8,36.9,NA,NA,numerous small b's on top of back flippers +neck area& slight pink algae growth towards rear of shell,NA,NA,NA,NA,NA,NA
2001_RE_0197,11/1/2001,researcher_18,site_54,creek,net,fisher_15,site_120,species_1,site_116,KE0376,None,NA,NA,NA,51.8,49.2,NA,NA,clean,NA,NA,NA,NA,NA,NA
2001_RE_0198,11/1/2001,researcher_18,site_29,creek,net,fisher_71,site_120,species_1,site_116,KE0377,None,NA,NA,NA,43.7,43.6,NA,NA,left rear flipper (about 1/3 missing),NA,NA,NA,NA,NA,NA
2001_RE_0199,11/3/2001,researcher_18,site_33,creek,net,fisher_1347,site_8,species_1,site_113,H397,None,NA,NA,NA,43.5,39.9,NA,NA,notch in supracaudal& b on left side of face,NA,NA,NA,NA,NA,NA
2001_RE_0200,11/6/2001,researcher_17,site_20,ocean,net,fisher_951,site_118,species_1,site_95,KE0378,None,NA,NA,NA,39.1,36,NA,NA,clean,NA,NA,NA,NA,NA,NA
2001_RE_0201,11/6/2001,researcher_17,site_13,ocean,net,fisher_459,site_120,species_2,site_80,KE0379,None,NA,NA,NA,34.2,32.3,NA,NA,calcerous algae on shell +green algae at supra.,NA,NA,NA,NA,NA,NA
2001_RE_0202,11/7/2001,researcher_18,site_110,creek,net,fisher_541,site_58,species_1,site_90,KA423,None,NA,NA,NA,43.4,42,NA,NA,1 b on front left flipper& tip of right front flipper looks like slight damage from net,NA,NA,NA,NA,NA,NA
2001_RE_0203,11/7/2001,researcher_18,site_13,ocean,net,fisher_1178,site_120,species_1,site_80,KE0381,None,NA,NA,NA,73.2,68.3,NA,NA,sparse pink algae on shell,NA,NA,NA,NA,NA,NA
2001_RE_0204,11/8/2001,researcher_18,site_36,creek,net,fisher_962,site_58,species_2,site_80,KE0382,None,NA,NA,NA,35,35.7,NA,NA,both rear flippers looked somewhat deformed,NA,NA,NA,NA,NA,NA
2001_RE_0205,11/9/2001,researcher_6,site_120,ocean,not_recorded,fisher_1001,site_120,species_1,not_recorded,NotTagged_0100,None,NA,NA,NA,40,38,NA,NA,clean,NA,NA,NA,NA,NA,NA
2001_RE_0206,11/9/2001,researcher_6,site_120,ocean,not_recorded,fisher_1001,site_120,species_1,not_recorded,NotTagged_0099,None,NA,NA,NA,44,44.5,NA,NA,old shark attack:  rear right flipper - stump +a piece missing from shell into lateral +central scute area,NA,NA,NA,NA,NA,NA
2001_RE_0207,11/10/2001,researcher_17,site_20,ocean,net,fisher_951,site_118,species_1,site_113,KE0383,None,NA,NA,NA,37.8,36.5,NA,NA,clean,NA,NA,NA,NA,NA,NA
2001_RE_0208,11/14/2001,not_recorded,site_13,ocean,net,fisher_1414,site_120,species_1,not_recorded,KE0384,None,NA,NA,NA,46.9,44.8,NA,NA,"3 RLS -3 b's& 10 LM -1 b& 11 LM-1 small b& far end-calcerous algae& scale behind right eye-small superficial wound& RR flipper-small 3"" piece missing from inside of flipper",NA,NA,NA,NA,NA,NA
2001_RE_0209,11/18/2001,researcher_17,site_15,creek,net,fisher_1159,site_118,species_1,site_113,KE0385,None,NA,NA,NA,40,38.7,NA,NA,3rd LLS & RLS & 4CS - superficial scute peeling,NA,NA,NA,NA,NA,NA
2001_RE_0210,11/18/2001,researcher_17,site_20,ocean,net,fisher_951,site_118,species_1,not_recorded,KE0386,None,NA,NA,NA,43.3,39.8,NA,NA,1 small b 3 LLS& few small b's at end of shell 5CS&  4R & LLS +margs.,NA,NA,NA,NA,NA,NA
2001_RE_0211,11/18/2001,researcher_17,site_53,creek,net,fisher_679,site_42,species_1,site_81,KE0387,None,NA,NA,NA,46,46,NA,NA,R supracaudal & right marginal missing-possible shark& 8th R marginal chip& 2 small b's at top of throat on L & R& small piece missing at end of left front flipper,NA,NA,NA,NA,NA,NA
2001_RE_0212,11/19/2001,researcher_17,site_64,creek,net,fisher_1038,site_64,species_1,site_83,KE0390,None,NA,NA,NA,37.4,35.5,NA,NA,clean& right front flipper is broken at rear end +small flesh hanging out but in tact,NA,NA,released on 20 Nov 2001,NA,NA,NA
2001_RE_0213,11/19/2001,researcher_17,site_8,creek,net,fisher_302,site_8,species_1,site_81,KE0348,None,NA,NA,NA,42.4,39.9,NA,NA,clean,NA,NA,NA,NA,NA,NA
2001_RE_0214,11/20/2001,researcher_17,site_118,creek,net,fisher_389,site_118,species_1,site_80,KE0388,None,NA,NA,NA,45,44,NA,NA,calcerous algae 2 CS & few marginals& superficial scute damage 3 LLS,NA,NA,NA,NA,NA,NA
2001_RE_0215,11/20/2001,researcher_17,site_13,ocean,net,fisher_994,site_120,species_1,site_116,KE0389,None,NA,NA,NA,45.5,43.4,NA,NA,calcerous algae on 5th CS& right supracaudal,NA,NA,NA,NA,NA,NA
2001_RE_0216,11/20/2001,researcher_17,site_28,ocean,net,fisher_14,site_120,species_1,site_116,KE0391,None,NA,NA,NA,43.7,44.2,NA,NA,net wound on right front flipp at tip some bleeding. 2nd RLS - small superficial damage,NA,NA,NA,NA,NA,NA
2001_RE_0217,11/21/2001,researcher_17,site_58,creek,uzio,fisher_1210,site_58,species_1,site_80,H400,None,NA,NA,NA,47,44,NA,NA,1 small b on 5th CS& 2 small b's on 1st RLS& 1 small b on 1st RLS right& little net damage on tip of R front flipper,NA,NA,NA,NA,NA,NA
2001_RE_0218,11/21/2001,researcher_17,site_20,ocean,longline,fisher_1270,site_118,species_2,not_recorded,KE0392,None,NA,NA,NA,38,36.6,NA,NA,5th CS algae tuft& green & pink algae on edge scutes,NA,NA,NA,NA,NA,NA
2001_RE_0219,11/22/2001,researcher_17,site_58,creek,net,fisher_40,site_58,species_1,site_90,KE0318,None,NA,NA,NA,34.8,34.6,NA,NA,left side shark attack& few b's,NA,NA,NA,NA,NA,NA
2001_RE_0220,11/22/2001,researcher_17,site_58,creek,net,fisher_901,site_58,species_1,site_90,KE0393,None,NA,NA,NA,44.1,43.4,NA,NA,clean,NA,NA,released 23 Nov 2001,NA,NA,NA
2001_RE_0221,11/23/2001,researcher_18,site_33,creek,net,fisher_217,site_8,species_1,site_80,KE0394,None,NA,NA,NA,41.2,38.9,NA,NA,clean,NA,NA,NA,NA,NA,NA
2001_RE_0222,11/23/2001,researcher_17,site_38,ocean,net,fisher_1200,site_118,species_2,site_113,KE0395,None,NA,NA,NA,54.5,50.5,NA,NA,notch in 5 CS& small hole in 2 CS& small b's around the neck,NA,NA,NA,NA,NA,NA
2001_RE_0223,11/24/2001,researcher_17,site_38,ocean,not_recorded,fisher_1200,site_118,species_2,site_113,KE0396,None,NA,NA,NA,39.3,36.4,NA,NA,lots of pink +calcerous algae on 1/2 of shell,NA,NA,NA,NA,NA,NA
2001_RE_0224,11/25/2001,researcher_18,site_36,creek,collected floater,fisher_164,site_58,species_1,site_80,KE0397,None,NA,NA,NA,67.9,61.4,NA,NA,clean,NA,NA,NA,NA,NA,NA
2001_RE_0225,11/26/2001,researcher_18,site_20,ocean,collected floater,fisher_935,site_118,species_1,site_102,KE0398,None,NA,NA,NA,54.8,53.7,NA,NA,clean,NA,NA,NA,NA,NA,NA
2001_RE_0226,11/27/2001,researcher_17,site_58,creek,uzio,fisher_560,site_58,species_1,site_80,KE0385,None,NA,NA,NA,40,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001_RE_0227,11/27/2001,researcher_17,site_28,ocean,net,fisher_1237,site_120,species_1,site_80,KE0399,None,NA,NA,NA,49.6,43.4,NA,NA,left supracaudal piece missing& wound underarm L front flipper-chunk of flesh missing 1cm,NA,NA,NA,NA,NA,NA
2001_RE_0228,11/29/2001,researcher_17,site_20,ocean,collected floater,fisher_935,site_120,species_2,site_84,KE0400,None,NA,NA,NA,34.5,32.1,NA,NA,algae over most of shell,NA,NA,NA,NA,NA,NA
2001_RE_0229,11/30/2001,researcher_17,site_20,ocean,net,fisher_1259,site_118,species_2,site_113,CC00116,None,NA,NA,NA,57.8,52.5,NA,NA,1 LLS & 2 RLS-patch of calcerous algae& upturned supracaudals,NA,NA,NA,NA,NA,NA
2001_RE_0230,12/1/2001,researcher_17,site_120,ocean,net,fisher_93,site_120,species_2,site_83,CC00117,None,NA,NA,NA,66,60.5,NA,NA,calcerous algae patches,NA,NA,NA,NA,NA,NA
2001_RE_0231,12/2/2001,researcher_17,site_33,creek,net,fisher_217,site_8,species_1,site_81,KE0360,None,NA,NA,NA,41.7,39.3,NA,NA,1 b on 11 mar. right,NA,NA,NA,NA,NA,NA
2001_RE_0232,12/3/2001,researcher_18,site_20,ocean,net,fisher_1240,site_58,species_1,site_80,KA427,None,NA,NA,NA,41.1,40.1,NA,NA,algae& dry calcerous growth towards rear of shell,NA,NA,NA,NA,NA,NA
2001_RE_0233,12/4/2001,researcher_17,site_20,ocean,net,fisher_1143,not_recorded,species_1,site_113,KE0344,None,NA,NA,NA,43.7,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001_RE_0234,12/6/2001,researcher_17,site_110,creek,net,fisher_144,site_118,species_1,site_116,KE0703,None,NA,NA,NA,40,42,NA,NA,B - 2CS& 5CS& 3RLS& 3LLS& 4LLS& tip of RF flip upturn because of bone breakage,NA,NA,NA,NA,NA,NA
2001_RE_0235,12/6/2001,researcher_17,site_38,ocean,net,fisher_1270,site_118,species_1,site_113,KE0701,None,NA,NA,NA,33.9,39.5,NA,NA,calcerous +green algae to centre +rear,NA,NA,NA,NA,NA,NA
2001_RE_0236,12/6/2001,researcher_14,site_13,ocean,net,fisher_97,site_120,species_1,site_121,KE0702,None,NA,NA,NA,48.3,45.6,NA,NA,3Bs 2RLS& B on 3&4&9 RMarg& B on 2& 11 Lmarg; LRflip lareg piece missing,NA,NA,NA,NA,NA,NA
2001_RE_0237,12/6/2001,researcher_17,site_20,ocean,collected floater,fisher_957,site_118,species_2,site_113,CC00064,None,NA,NA,NA,40.5,37.2,NA,NA,calcerous algae patches,NA,NA,NA,NA,NA,NA
2001_RE_0238,12/7/2001,researcher_17,site_111,creek,net,fisher_908,site_8,species_1,not_recorded,KE0348,None,NA,NA,NA,42.7,40,NA,NA,clean,NA,NA,NA,NA,NA,NA
2001_RE_0239,12/8/2001,researcher_14,site_20,ocean,net,fisher_957,site_118,species_2,not_recorded,NotTagged_0101,None,NA,NA,NA,32,31,NA,NA,upturned scutes,NA,NA,NA,NA,NA,NA
2001_RE_0240,12/8/2001,researcher_17,site_13,ocean,net,fisher_97,site_120,species_1,site_116,KE0706,None,NA,NA,NA,47.6,42.9,NA,NA,calcerous algae 5CS & Lsupra; notch 9LM; LFF under arm net wound +little bleeding,NA,NA,NA,NA,NA,NA
2001_RE_0241,12/8/2001,researcher_17,site_13,ocean,net,fisher_97,site_120,species_1,site_116,KE0705,None,NA,NA,NA,41.6,39.9,NA,NA,no left rear& right rear inside section& 11RM 10&11 LM all missing - shark,NA,NA,NA,NA,NA,NA
2001_RE_0242,12/8/2001,researcher_17,site_13,ocean,net,fisher_97,site_120,species_1,site_116,KE0704,None,NA,NA,NA,45.2,44.6,NA,NA,clean,NA,NA,NA,NA,NA,NA
2001_RE_0243,12/10/2001,researcher_18,site_28,ocean,net,fisher_97,site_120,species_1,site_80,KE0707,None,NA,NA,NA,40.9,39,NA,NA,algae growth to rear,NA,NA,NA,NA,NA,NA
2001_RE_0244,12/10/2001,researcher_14,site_111,creek,net,fisher_891,site_118,species_1,site_80,KA427,None,NA,NA,NA,40.9,40.1,NA,NA,LFF net damage& little algal growth down CS,NA,NA,NA,NA,NA,NA
2001_RE_0245,12/11/2001,researcher_14,site_13,ocean,net,fisher_97,site_120,species_1,site_116,KE0708,None,NA,NA,NA,55.2,52.2,NA,NA,algal growth to rear,NA,NA,NA,NA,NA,NA
2001_RE_0246,12/11/2001,researcher_17,site_13,ocean,net,fisher_984,site_120,species_1,not_recorded,KE0709,None,NA,NA,NA,44.9,42,NA,NA,has 7CS - from 3rd down diagonally irregular; ; has 5 RLS; calcerous algal patches to rear; 8LM & R supra chip;,NA,NA,NA,NA,NA,NA
2001_RE_0247,12/15/2001,researcher_9,site_120,ocean,net,fisher_1119,site_120,species_1,site_81,KE0710,None,NA,NA,NA,41.5,38.2,NA,NA,calcerous +green algae patches especially to rear,NA,NA,NA,NA,NA,NA
2001_RE_0248,12/15/2001,researcher_17,site_53,creek,longline,fisher_789,site_42,species_1,site_116,KE0347,None,NA,NA,NA,46.7,44.4,NA,NA,sm.hook wound to right of beak (fish bait); old tag cut out from turtle - piece of flesh missing in rear flipper.  Chip on 10 & 11 L marginal & 10 R marginal& 2 RLS & 3 LLS old b wound& 2 RLS has impregnated b&  9 RLS has 1 small b& 4 large b's on upper b,NA,NA,NA,NA,NA,NA
2001_RE_0249,12/15/2001,researcher_17,site_16,ocean,net,fisher_935,site_118,species_1,site_81,KE0711,None,NA,NA,NA,45.9,42.6,NA,NA,"sm B R supra& smB 4 LLS& little bleeding around neck - ""banging on rocks"" - net near coral",NA,NA,NA,NA,NA,NA
2001_RE_0250,12/16/2001,researcher_17,site_8,creek,uzio,fisher_101,site_58,species_1,site_67,CC00119,None,NA,NA,NA,67.6,60.6,NA,NA,LFflip old tag mark& split thru +healed ;LF flip sm injury & slight bleeding,NA,NA,NA,NA,NA,NA
2001_RE_0251,12/16/2001,researcher_17,site_58,creek,uzio,fisher_560,site_58,species_1,site_67,KE0318,None,NA,NA,NA,35.6,34.9,NA,NA,B - 4RLS & 2LLS; no LR flip; 11L marg missing & 10th partially; LFflip inside last 3rd small fresh wound,NA,NA,NA,NA,NA,NA
2001_RE_0252,12/16/2001,researcher_17,site_33,creek,net,fisher_419,site_15,species_2,site_81,KE0712,None,NA,NA,NA,33,31.7,NA,NA,pink calcerous algae at scute junctions; white calcerous algae at end of marginals; 8LM missing,NA,NA,NA,NA,NA,NA
2001_RE_0253,12/18/2001,researcher_14,site_118,creek,collected floater,fisher_927,site_118,species_2,site_81,H398,None,NA,NA,NA,43.9,41.1,NA,NA,clacerous algae rear of shell,NA,NA,NA,NA,NA,NA
2001_RE_0254,12/18/2001,researcher_18,site_33,creek,net,fisher_880,site_8,species_1,site_90,KE0713,None,NA,NA,NA,42.9,43.2,NA,NA,2CS & 3RLS & 9RM sm B; 2smBs 4RLS;4LLS loose,NA,NA,NA,NA,NA,NA
2001_RE_0255,12/19/2001,researcher_18,site_13,ocean,net,fisher_955,site_120,species_1,site_80,KE0714,None,NA,NA,NA,41.6,39.8,NA,NA,3RLS - B& rear end shell algal growth,NA,NA,NA,NA,NA,NA
2001_RE_0256,12/19/2001,researcher_14,site_20,ocean,collected floater,fisher_1270,site_118,species_2,site_113,KE0725,None,NA,NA,NA,38.5,35.8,NA,NA,pink calcrous algae on shell& scutes lifted& sm Bs on flips +neck,NA,NA,NA,NA,NA,NA
2001_RE_0257,12/21/2001,researcher_17,site_33,creek,longline,fisher_1195,site_42,species_1,not_recorded,KE0715,None,NA,NA,NA,51.3,47.5,NA,NA,old tag wound RFF& burgundy skin discolouration on RFF& neck +LFF; light algae on shell& heavy on 2CS,NA,NA,NA,NA,NA,NA
2001_RE_0258,12/21/2001,researcher_17,site_13,ocean,net,fisher_97,site_120,species_1,site_116,KE0716,None,NA,NA,NA,55.8,52.9,NA,NA,2 chips 7LM,NA,NA,NA,NA,NA,NA
2001_RE_0259,12/21/2001,researcher_14,site_13,ocean,net,fisher_97,site_120,species_1,site_116,KE0717,None,NA,NA,NA,66.6,61.7,NA,NA,few sm patches of calcerous algae at rear of shell& chip btw 8/9 M& little bleeding RF flip from net,NA,NA,NA,NA,NA,NA
2001_RE_0260,12/22/2001,researcher_14,site_38,ocean,net,fisher_1200,site_118,species_2,site_113,NotTagged_0102,None,NA,NA,NA,32.8,30.2,NA,NA,green algae reer shell,NA,NA,NA,NA,NA,NA
2001_RE_0261,12/22/2001,researcher_17,site_58,creek,net,fisher_725,site_8,species_1,not_recorded,H400,None,NA,NA,NA,47.9,44.5,NA,NA,b-5CS& sm cluster Bs 1RLS& soem V sm Bs on shell an dflips& a little bleeding edge of RF flip,NA,NA,NA,NA,NA,NA
2001_RE_0262,12/23/2001,researcher_17,site_13,ocean,net,fisher_97,site_120,species_1,site_81,KE0718,None,NA,NA,NA,46.2,43.5,NA,NA,btw 10/11LM & 9/10 RM & 10/11RM chip,NA,NA,NA,NA,NA,NA
2001_RE_0263,12/24/2001,researcher_17,site_120,ocean,collected floater,fisher_140,site_118,species_2,site_113,H398,None,NA,NA,NA,43.7,40.2,NA,NA,calcerous algae rear& scutes very lifted; 10 & 11 RM & 10 & 11 LM chipped,NA,NA,NA,NA,NA,NA
2001_RE_0264,12/24/2001,researcher_14,site_33,creek,not_recorded,fisher_250,not_recorded,species_1,not_recorded,NotTagged_0103,None,NA,NA,NA,31.8,31.8,NA,NA,clean,NA,NA,NA,NA,NA,NA
2001_RE_0265,12/24/2001,researcher_14,site_8,creek,not_recorded,fisher_479,site_8,species_1,not_recorded,KE0723,None,NA,NA,NA,42.7,41.5,NA,NA,2LLS & 4RLS cut,NA,NA,NA,NA,NA,NA
2001_RE_0266,12/24/2001,researcher_17,site_120,ocean,collected floater,fisher_1270,site_118,species_2,site_113,KE0722,None,NA,NA,NA,34.6,31.6,NA,NA,3RLS +rear pink algae,NA,NA,NA,NA,NA,NA
2001_RE_0267,12/24/2001,researcher_17,site_120,ocean,collected floater,fisher_1270,site_118,species_2,site_113,KE0721,None,NA,NA,NA,71.6,65.7,NA,NA,calcerous algae on rear shell& 11 LM +11 RM chipped,NA,NA,NA,NA,NA,NA
2001_RE_0268,12/24/2001,researcher_17,site_20,ocean,net,fisher_951,site_118,species_1,site_113,KE0719,None,NA,NA,NA,44.6,42.5,NA,NA,3LLS - 3bs; 2RLS - 1B; superficial damage 5CS,NA,NA,NA,NA,NA,NA
2001_RE_0269,12/24/2001,researcher_18,site_13,ocean,net,fisher_71,site_120,species_1,site_90,KE0720,None,NA,NA,NA,46.9,45.2,NA,NA,alot of algae& 1sm B 3LLS; btw 9/10 & 11/12 LM piece missing,NA,NA,NA,NA,NA,NA
2001_RE_0270,12/26/2001,researcher_14,site_58,creek,not_recorded,fisher_290,site_58,species_1,not_recorded,KE0724,None,NA,NA,NA,46.3,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001_RE_0271,12/27/2001,researcher_18,site_33,creek,net,fisher_419,site_15,species_2,site_90,KE0726,None,NA,NA,NA,40.5,37.1,NA,NA,much pink calcerous +green alage middle of shell& many sm Bs on all flips& 6-10 LM & 7& 9 10 RM chipped& RRflip piece missing,NA,NA,NA,NA,NA,NA
2001_RE_0272,12/28/2001,researcher_17,site_33,creek,net,fisher_1177,site_8,species_1,site_116,KE0727,None,NA,NA,NA,42.3,41.9,NA,NA,light algae on shell,NA,NA,NA,NA,NA,NA
2001_RE_0273,12/29/2001,researcher_17,site_123,ocean,net,fisher_295,site_118,species_1,site_113,NotTagged_0104,None,NA,NA,NA,34.8,36.2,NA,NA,sm piece missing inside LR flip,NA,NA,NA,NA,NA,NA
2001_RE_0274,12/31/2001,researcher_17,site_110,creek,net,fisher_1016,site_8,species_1,site_81,KE0728,None,NA,NA,NA,NA,NA,NA,NA,B -3LLS ; 2Bs 3RLS,NA,NA,fisherman couldn't connact us the day before; release 1 Jan 2002,NA,NA,NA
2002_RE_0001,1/3/2002,researcher_17,site_120,ocean,net,fisher_1122,site_120,species_2,site_81,KE0710,None,NA,NA,NA,41.4,38.8,NA,NA,calcerous algae patches - white and purple.  Small b's over carapace and under plaston along and inside central scutes.,NA,NA,NA,NA,NA,NA
2002_RE_0002,1/5/2002,researcher_17,site_33,creek,net,fisher_862,site_8,species_2,site_81,W445,None,NA,NA,NA,45.9,44.9,NA,NA,algae on shell+ B-2RLS + 2LLS + 1CS+ large cluster on nuchal + 1LM+ L supracaudal is missing+ B end of FR flipper+ B underside RR flipper+ many b's on plaston especially towards end near supras + end marginals. b's on flippers + shell were killed + most o,NA,NA,NA,NA,NA,NA
2002_RE_0003,1/6/2002,researcher_17,site_33,creek,net,fisher_537,site_33,species_1,not_recorded,KE0729,None,NA,NA,NA,40.4,41.2,NA,NA,small cut with bleeding at end of LF flipper and small pieces of scale missing near under arm+ small superficial damage 3 RLS+ large chip out of 10 RM+ 10 + 11LM + part of 4 LLS missing+ LR flipper is jagged at rear,NA,NA,NA,NA,NA,NA
2002_RE_0004,1/10/2002,researcher_18,site_33,creek,net,fisher_419,site_106,species_2,site_81,KE0730,None,NA,NA,NA,38.6,35.4,NA,NA,pink calcerous algae growth over back half of carapace and 2RL scute+ small b's on all 4 flippers,NA,NA,NA,NA,NA,NA
2002_RE_0005,1/11/2002,researcher_18,site_120,ocean,net,fisher_1126,site_120,species_2,site_84,KE0731,None,NA,NA,NA,37.7,36.3,NA,NA,pink white calcerous algae growth over back half of carapace; 7+ 9 + 10 LM scutes have some chips,NA,NA,NA,NA,NA,NA
2002_RE_0006,1/17/2002,researcher_17,site_33,creek,uzio,fisher_1118,site_58,species_1,site_81,KE0732,None,NA,NA,NA,54.3,53,NA,NA,some shell flaking+ small old tag hole (but not pulled through - old),NA,NA,NA,NA,NA,NA
2002_RE_0007,1/17/2002,researcher_17,site_8,creek,net,fisher_470,site_8,species_1,not_recorded,KE0348,None,NA,NA,NA,43.5,41,NA,NA,clean,NA,NA,NA,NA,NA,NA
2002_RE_0008,1/18/2002,researcher_17,site_33,creek,uzio,fisher_1118,site_58,species_1,site_116,KE0733,None,NA,NA,NA,46,46.8,NA,NA,2 small b's at junction of 1 CS + 1 RLS+ small b at right side of face,NA,NA,NA,NA,NA,NA
2002_RE_0009,1/20/2002,researcher_17,not_recorded,creek,net,fisher_651,site_110,species_1,not_recorded,KE0734,None,NA,NA,NA,42,39.9,NA,NA,end of right front flipper scale is off with some bleeding+ near end of left front flipper - inside edge 2 pieces of flesh missing+ 8 LM is chipping,NA,NA,NA,NA,NA,NA
2002_RE_0010,1/31/2002,researcher_18,site_120,ocean,net,fisher_1119,site_120,species_2,site_81,KE0725,None,NA,NA,NA,38.2,35.7,NA,NA,whitish calcerous algae on second half (rear) of the shell+ small b's on the flippers,NA,NA,NA,NA,NA,NA
2002_RE_0011,2/10/2002,researcher_17,site_120,ocean,net,fisher_1106,site_120,species_1,site_82,KE0735,None,NA,NA,NA,59.6,52.9,NA,NA,2 b's on 3RLS + small calcerous algae patch+ 4 RLS small algae patch + a little on 5CS + supracaudals+ 9/10 LM has a chip + 11/12 RM,NA,NA,NA,NA,NA,NA
2002_RE_0012,2/10/2002,researcher_17,site_120,ocean,net,fisher_1106,site_120,species_1,site_82,CC00120,None,NA,NA,NA,74.4,71.4,NA,NA,chip out of supracaudal scute and last left marginal+ covered in green algae - shell has a thin layer+ b edge of 4-5 LM,NA,NA,NA,NA,NA,NA
2002_RE_0014,2/11/2002,researcher_17,site_58,creek,net,fisher_560,site_58,species_1,site_71,NotTagged_0106,None,NA,NA,NA,32.3,31.9,NA,NA,1 LLS 1 b+ 3LM 1 b+ 2 LM 2 small b's+ 2 CS 2 small b's+ 3 Rls 1 small b+ 1 large cluster of b's on LFF+ a few small b's on both FF+ RFF has a small hook wound+ the head has 2 small b's on prefronal scutes+ a few small b's on rear flippers+ small cut super,NA,NA,the turtle swam slowly and it didn't go dar,NA,NA,NA
2002_RE_0015,2/12/2002,researcher_17,site_111,creek,net,fisher_1136,site_8,species_1,site_80,KE0736,None,NA,NA,NA,41.1,39.7,NA,NA,1 small b on the LRF+ light algae covering of the shell,NA,NA,NA,NA,NA,NA
2002_RE_0016,2/20/2002,researcher_17,site_120,ocean,net,fisher_212,site_120,species_1,site_116,KE0738,None,NA,NA,NA,34.6,34,NA,NA,9-11 RM + 7 LM have chips+ notch on RFF+ prefrontal scutes in centre scale off+ 4/5 CS has little chipping,NA,NA,NA,NA,NA,NA
2002_RE_0017,2/20/2002,researcher_17,site_120,ocean,net,fisher_213,site_120,species_1,site_116,KE0739,None,NA,NA,NA,45,40.6,NA,NA,supracaudal + 11 RM has little calcerous algae+ chip between 7-8 RM+ small b on R beak,NA,NA,NA,NA,NA,NA
2002_RE_0018,2/20/2002,researcher_17,site_58,creek,net,fisher_560,site_58,species_1,site_80,KE0737,None,NA,NA,NA,49.7,47.4,NA,NA,9 RM small damage+ mutated/old eaten rear flippers see book,NA,NA,NA,NA,NA,NA
2002_RE_0019,2/21/2002,researcher_14,site_118,ocean,net,fisher_558,site_118,species_1,site_116,KE0394,None,NA,NA,NA,43.6,40.8,NA,NA,1 small b 4 LM+ 1 small b @ RFF towards end+ 1 small wound at the end of flipper- by the net+ 1 small b @ LFF 1/2 way inside edge,NA,NA,NA,NA,NA,NA
2002_RE_0020,2/21/2002,researcher_17,site_33,creek,net,fisher_235,site_8,species_1,site_116,KE0374,None,NA,NA,NA,47.4,45,NA,NA,3 small b's 4 CS+ 1 small b 5 CS,NA,NA,NA,NA,NA,NA
2002_RE_0021,2/21/2002,researcher_17,site_120,ocean,net,fisher_1122,site_120,species_1,site_80,KE0740,None,NA,NA,NA,43,41.3,NA,NA,2 RLS-3b's+ 3 RLS-1b+ 4 RLS-1b+ 2LLS-1b+ 3LLS-2b's+ 4 LLS-1b+ few small b's on LFF,NA,NA,NA,NA,NA,NA
2002_RE_0022,2/22/2002,researcher_17,site_24,creek,longline,fisher_757,site_106,species_1,site_81,KE0741,None,NA,NA,NA,38.1,36.9,NA,NA,small b's 9/10/11 LM + 8/10 RM+ 1 small b 5CS+ little bleeding at flipper ends+ hook wound on inside of RF flipper,NA,NA,NA,NA,NA,NA
