ID,error
2011_RE_0266 x Researcher,0.0
2011_RE_0266 x CaptureSite,0.0
2011_RE_0266 x ForagingGround,0.0
2011_RE_0266 x CaptureMethod,0.0
2011_RE_0266 x Fisher,0.0
2011_RE_0266 x LandingSite,0.0
2011_RE_0266 x Species,0.0
2011_RE_0266 x ReleaseSite,1.0
2011_RE_0266 x Tag_1,0.0
2011_RE_0266 x Tag_2,0.0
2011_RE_0266 x Tag_3,0.0
2011_RE_0266 x Lost_Tags,0.0
2011_RE_0266 x T_Number,0.0
2011_RE_0266 x CCL_cm,0.0
2011_RE_0266 x CCW_cm,0.0
2011_RE_0266 x Weight_Kg,0.0
2011_RE_0266 x Sex,0.0
2011_RE_0266 x TurtleCharacteristics,0.0
2011_RE_0266 x Status,0.0
2011_RE_0266 x Date_Release,0.0
2011_RE_0266 x Release_Admiss_Notes,0.0
2011_RE_0266 x SpecialRemarks,0.0
2011_RE_0266 x PCVNumber,0.0
2011_RE_0266 x Expenditure,0.0
2011_RE_0267 x Date_Caught,0.0
2011_RE_0267 x Researcher,0.0
2011_RE_0267 x CaptureSite,0.0
2011_RE_0267 x ForagingGround,0.0
2011_RE_0267 x CaptureMethod,0.0
2011_RE_0267 x Fisher,0.0
2011_RE_0267 x LandingSite,0.0
2011_RE_0267 x Species,0.0
2011_RE_0267 x ReleaseSite,1.0
2011_RE_0267 x Tag_1,0.0
2011_RE_0267 x Tag_2,0.0
2011_RE_0267 x Tag_3,0.0
2011_RE_0267 x Lost_Tags,0.0
2011_RE_0267 x T_Number,0.0
2011_RE_0267 x CCL_cm,0.0
2011_RE_0267 x CCW_cm,0.0
2011_RE_0267 x Weight_Kg,0.0
2011_RE_0267 x Sex,0.0
2011_RE_0267 x TurtleCharacteristics,0.0
2011_RE_0267 x Status,0.0
2011_RE_0267 x Date_Release,0.0
2011_RE_0267 x Release_Admiss_Notes,0.0
2011_RE_0267 x SpecialRemarks,0.0
2011_RE_0267 x PCVNumber,0.0
2011_RE_0267 x Expenditure,0.0
2011_RE_0268 x Date_Caught,0.0
2011_RE_0268 x Researcher,0.0
2011_RE_0268 x CaptureSite,0.0
2011_RE_0268 x ForagingGround,0.0
2011_RE_0268 x CaptureMethod,0.0
2011_RE_0268 x Fisher,0.0
2011_RE_0268 x LandingSite,0.0
2011_RE_0268 x Species,0.0
2011_RE_0268 x ReleaseSite,1.0
2011_RE_0268 x Tag_1,0.0
2011_RE_0268 x Tag_2,0.0
2011_RE_0268 x Tag_3,0.0
2011_RE_0268 x Lost_Tags,0.0
2011_RE_0268 x T_Number,0.0
2011_RE_0268 x CCL_cm,0.0
2011_RE_0268 x CCW_cm,0.0
2011_RE_0268 x Weight_Kg,0.0
2011_RE_0268 x Sex,0.0
2011_RE_0268 x TurtleCharacteristics,0.0
2011_RE_0268 x Status,0.0
2011_RE_0268 x Date_Release,0.0
2011_RE_0268 x Release_Admiss_Notes,0.0
2011_RE_0268 x SpecialRemarks,0.0
2011_RE_0268 x PCVNumber,0.0
2011_RE_0268 x Expenditure,0.0
2011_RE_0269 x Date_Caught,0.0
2011_RE_0269 x Researcher,0.0
2011_RE_0269 x CaptureSite,0.0
2011_RE_0269 x ForagingGround,0.0
2011_RE_0269 x CaptureMethod,0.0
2011_RE_0269 x Fisher,0.0
2011_RE_0269 x LandingSite,0.0
2011_RE_0269 x Species,0.0
2011_RE_0269 x ReleaseSite,1.0
2011_RE_0269 x Tag_1,0.0
2011_RE_0269 x Tag_2,0.0
2011_RE_0269 x Tag_3,0.0
2011_RE_0269 x Lost_Tags,0.0
2011_RE_0269 x T_Number,0.0
2011_RE_0269 x CCL_cm,0.0
2011_RE_0269 x CCW_cm,0.0
2011_RE_0269 x Weight_Kg,0.0
2011_RE_0269 x Sex,0.0
2011_RE_0269 x TurtleCharacteristics,0.0
2011_RE_0269 x Status,0.0
2011_RE_0269 x Date_Release,0.0
2011_RE_0269 x Release_Admiss_Notes,0.0
2011_RE_0269 x SpecialRemarks,0.0
2011_RE_0269 x PCVNumber,0.0
2011_RE_0269 x Expenditure,0.0
2011_RE_0270 x Date_Caught,0.0
2011_RE_0270 x Researcher,0.0
2011_RE_0270 x CaptureSite,0.0
2011_RE_0270 x ForagingGround,0.0
2011_RE_0270 x CaptureMethod,0.0
2011_RE_0270 x Fisher,0.0
2011_RE_0270 x LandingSite,0.0
2011_RE_0270 x Species,0.0
2011_RE_0270 x ReleaseSite,1.0
2011_RE_0270 x Tag_1,0.0
2011_RE_0270 x Tag_2,0.0
2011_RE_0270 x Tag_3,0.0
2011_RE_0270 x Lost_Tags,0.0
2011_RE_0270 x T_Number,0.0
2011_RE_0270 x CCL_cm,0.0
2011_RE_0270 x CCW_cm,0.0
2011_RE_0270 x Weight_Kg,0.0
2011_RE_0270 x Sex,0.0
2011_RE_0270 x TurtleCharacteristics,0.0
2011_RE_0270 x Status,0.0
2011_RE_0270 x Date_Release,0.0
2011_RE_0270 x Release_Admiss_Notes,0.0
2011_RE_0270 x SpecialRemarks,0.0
2011_RE_0270 x PCVNumber,0.0
2011_RE_0270 x Expenditure,0.0
2011_RE_0271 x Date_Caught,0.0
2011_RE_0271 x Researcher,0.0
2011_RE_0271 x CaptureSite,0.0
2011_RE_0271 x ForagingGround,0.0
2011_RE_0271 x CaptureMethod,0.0
2011_RE_0271 x Fisher,0.0
2011_RE_0271 x LandingSite,0.0
2011_RE_0271 x Species,0.0
2011_RE_0271 x ReleaseSite,1.0
2011_RE_0271 x Tag_1,0.0
2011_RE_0271 x Tag_2,0.0
2011_RE_0271 x Tag_3,0.0
2011_RE_0271 x Lost_Tags,0.0
2011_RE_0271 x T_Number,0.0
2011_RE_0271 x CCL_cm,0.0
2011_RE_0271 x CCW_cm,0.0
2011_RE_0271 x Weight_Kg,0.0
2011_RE_0271 x Sex,0.0
2011_RE_0271 x TurtleCharacteristics,0.0
2011_RE_0271 x Status,0.0
2011_RE_0271 x Date_Release,0.0
2011_RE_0271 x Release_Admiss_Notes,0.0
2011_RE_0271 x SpecialRemarks,0.0
2011_RE_0271 x PCVNumber,0.0
2011_RE_0271 x Expenditure,0.0
2011_RE_0272 x Date_Caught,0.0
2011_RE_0272 x Researcher,0.0
2011_RE_0272 x CaptureSite,0.0
2011_RE_0272 x ForagingGround,0.0
2011_RE_0272 x CaptureMethod,0.0
2011_RE_0272 x Fisher,0.0
2011_RE_0272 x LandingSite,0.0
2011_RE_0272 x Species,0.0
2011_RE_0272 x ReleaseSite,1.0
2011_RE_0272 x Tag_1,0.0
2011_RE_0272 x Tag_2,0.0
2011_RE_0272 x Tag_3,0.0
2011_RE_0272 x Lost_Tags,0.0
2011_RE_0272 x T_Number,0.0
2011_RE_0272 x CCL_cm,0.0
2011_RE_0272 x CCW_cm,0.0
2011_RE_0272 x Weight_Kg,0.0
2011_RE_0272 x Sex,0.0
2011_RE_0272 x TurtleCharacteristics,0.0
2011_RE_0272 x Status,0.0
2011_RE_0272 x Date_Release,0.0
2011_RE_0272 x Release_Admiss_Notes,0.0
2011_RE_0272 x SpecialRemarks,0.0
2011_RE_0272 x PCVNumber,0.0
2011_RE_0272 x Expenditure,0.0
2011_RE_0273 x Date_Caught,0.0
2011_RE_0273 x Researcher,0.0
2011_RE_0273 x CaptureSite,0.0
2011_RE_0273 x ForagingGround,0.0
2011_RE_0273 x CaptureMethod,0.0
2011_RE_0273 x Fisher,0.0
2011_RE_0273 x LandingSite,0.0
2011_RE_0273 x Species,0.0
2011_RE_0273 x ReleaseSite,1.0
2011_RE_0273 x Tag_1,0.0
2011_RE_0273 x Tag_2,0.0
2011_RE_0273 x Tag_3,0.0
2011_RE_0273 x Lost_Tags,0.0
2011_RE_0273 x T_Number,0.0
2011_RE_0273 x CCL_cm,0.0
2011_RE_0273 x CCW_cm,0.0
2011_RE_0273 x Weight_Kg,0.0
2011_RE_0273 x Sex,0.0
2011_RE_0273 x TurtleCharacteristics,0.0
2011_RE_0273 x Status,0.0
2011_RE_0273 x Date_Release,0.0
2011_RE_0273 x Release_Admiss_Notes,0.0
2011_RE_0273 x SpecialRemarks,0.0
2011_RE_0273 x PCVNumber,0.0
2011_RE_0273 x Expenditure,0.0
2011_RE_0274 x Date_Caught,0.0
2011_RE_0274 x Researcher,0.0
2011_RE_0274 x CaptureSite,0.0
2011_RE_0274 x ForagingGround,0.0
2011_RE_0274 x CaptureMethod,0.0
2011_RE_0274 x Fisher,0.0
2011_RE_0274 x LandingSite,0.0
2011_RE_0274 x Species,0.0
2011_RE_0274 x ReleaseSite,1.0
2011_RE_0274 x Tag_1,0.0
2011_RE_0274 x Tag_2,0.0
2011_RE_0274 x Tag_3,0.0
2011_RE_0274 x Lost_Tags,0.0
2011_RE_0274 x T_Number,0.0
2011_RE_0274 x CCL_cm,0.0
2011_RE_0274 x CCW_cm,0.0
2011_RE_0274 x Weight_Kg,0.0
2011_RE_0274 x Sex,0.0
2011_RE_0274 x TurtleCharacteristics,0.0
2011_RE_0274 x Status,0.0
2011_RE_0274 x Date_Release,0.0
2011_RE_0274 x Release_Admiss_Notes,0.0
2011_RE_0274 x SpecialRemarks,0.0
2011_RE_0274 x PCVNumber,0.0
2011_RE_0274 x Expenditure,0.0
2011_RE_0275 x Date_Caught,0.0
2011_RE_0275 x Researcher,0.0
2011_RE_0275 x CaptureSite,0.0
2011_RE_0275 x ForagingGround,0.0
2011_RE_0275 x CaptureMethod,0.0
2011_RE_0275 x Fisher,0.0
2011_RE_0275 x LandingSite,0.0
2011_RE_0275 x Species,0.0
2011_RE_0275 x ReleaseSite,1.0
2011_RE_0275 x Tag_1,0.0
2011_RE_0275 x Tag_2,0.0
2011_RE_0275 x Tag_3,0.0
2011_RE_0275 x Lost_Tags,0.0
2011_RE_0275 x T_Number,0.0
2011_RE_0275 x CCL_cm,0.0
2011_RE_0275 x CCW_cm,0.0
2011_RE_0275 x Weight_Kg,0.0
2011_RE_0275 x Sex,0.0
2011_RE_0275 x TurtleCharacteristics,0.0
2011_RE_0275 x Status,0.0
2011_RE_0275 x Date_Release,0.0
2011_RE_0275 x Release_Admiss_Notes,0.0
2011_RE_0275 x SpecialRemarks,0.0
2011_RE_0275 x PCVNumber,0.0
2011_RE_0275 x Expenditure,0.0
2011_RE_0276 x Date_Caught,0.0
2011_RE_0276 x Researcher,0.0
2011_RE_0276 x CaptureSite,0.0
2011_RE_0276 x ForagingGround,0.0
2011_RE_0276 x CaptureMethod,0.0
2011_RE_0276 x Fisher,0.0
2011_RE_0276 x LandingSite,0.0
2011_RE_0276 x Species,0.0
2011_RE_0276 x ReleaseSite,1.0
2011_RE_0276 x Tag_1,0.0
2011_RE_0276 x Tag_2,0.0
2011_RE_0276 x Tag_3,0.0
2011_RE_0276 x Lost_Tags,0.0
2011_RE_0276 x T_Number,0.0
2011_RE_0276 x CCL_cm,0.0
2011_RE_0276 x CCW_cm,0.0
2011_RE_0276 x Weight_Kg,0.0
2011_RE_0276 x Sex,0.0
2011_RE_0276 x TurtleCharacteristics,0.0
2011_RE_0276 x Status,0.0
2011_RE_0276 x Date_Release,0.0
2011_RE_0276 x Release_Admiss_Notes,0.0
2011_RE_0276 x SpecialRemarks,0.0
2011_RE_0276 x PCVNumber,0.0
2011_RE_0276 x Expenditure,0.0
2011_RE_0277 x Date_Caught,0.0
2011_RE_0277 x Researcher,0.0
2011_RE_0277 x CaptureSite,0.0
2011_RE_0277 x ForagingGround,0.0
2011_RE_0277 x CaptureMethod,0.0
2011_RE_0277 x Fisher,0.0
2011_RE_0277 x LandingSite,0.0
2011_RE_0277 x Species,0.0
2011_RE_0277 x ReleaseSite,1.0
2011_RE_0277 x Tag_1,0.0
2011_RE_0277 x Tag_2,0.0
2011_RE_0277 x Tag_3,0.0
2011_RE_0277 x Lost_Tags,0.0
2011_RE_0277 x T_Number,0.0
2011_RE_0277 x CCL_cm,0.0
2011_RE_0277 x CCW_cm,0.0
2011_RE_0277 x Weight_Kg,0.0
2011_RE_0277 x Sex,0.0
2011_RE_0277 x TurtleCharacteristics,0.0
2011_RE_0277 x Status,0.0
2011_RE_0277 x Date_Release,0.0
2011_RE_0277 x Release_Admiss_Notes,0.0
2011_RE_0277 x SpecialRemarks,0.0
2011_RE_0277 x PCVNumber,0.0
2011_RE_0277 x Expenditure,0.0
2011_RE_0278 x Date_Caught,0.0
2011_RE_0278 x Researcher,0.0
2011_RE_0278 x CaptureSite,0.0
2011_RE_0278 x ForagingGround,0.0
2011_RE_0278 x CaptureMethod,0.0
2011_RE_0278 x Fisher,0.0
2011_RE_0278 x LandingSite,0.0
2011_RE_0278 x Species,0.0
2011_RE_0278 x ReleaseSite,1.0
2011_RE_0278 x Tag_1,0.0
2011_RE_0278 x Tag_2,0.0
2011_RE_0278 x Tag_3,0.0
2011_RE_0278 x Lost_Tags,0.0
2011_RE_0278 x T_Number,0.0
2011_RE_0278 x CCL_cm,0.0
2011_RE_0278 x CCW_cm,0.0
2011_RE_0278 x Weight_Kg,0.0
2011_RE_0278 x Sex,0.0
2011_RE_0278 x TurtleCharacteristics,0.0
2011_RE_0278 x Status,0.0
2011_RE_0278 x Date_Release,0.0
2011_RE_0278 x Release_Admiss_Notes,0.0
2011_RE_0278 x SpecialRemarks,0.0
2011_RE_0278 x PCVNumber,0.0
2011_RE_0278 x Expenditure,0.0
2011_RE_0279 x Date_Caught,0.0
2011_RE_0279 x Researcher,0.0
2011_RE_0279 x CaptureSite,0.0
2011_RE_0279 x ForagingGround,0.0
2011_RE_0279 x CaptureMethod,0.0
2011_RE_0279 x Fisher,0.0
2011_RE_0279 x LandingSite,0.0
2011_RE_0279 x Species,0.0
2011_RE_0279 x ReleaseSite,1.0
2011_RE_0279 x Tag_1,0.0
2011_RE_0279 x Tag_2,0.0
2011_RE_0279 x Tag_3,0.0
2011_RE_0279 x Lost_Tags,0.0
2011_RE_0279 x T_Number,0.0
2011_RE_0279 x CCL_cm,0.0
2011_RE_0279 x CCW_cm,0.0
2011_RE_0279 x Weight_Kg,0.0
2011_RE_0279 x Sex,0.0
2011_RE_0279 x TurtleCharacteristics,0.0
2011_RE_0279 x Status,0.0
2011_RE_0279 x Date_Release,0.0
2011_RE_0279 x Release_Admiss_Notes,0.0
2011_RE_0279 x SpecialRemarks,0.0
2011_RE_0279 x PCVNumber,0.0
2011_RE_0279 x Expenditure,0.0
2011_RE_0280 x Date_Caught,0.0
2011_RE_0280 x Researcher,0.0
2011_RE_0280 x CaptureSite,0.0
2011_RE_0280 x ForagingGround,0.0
2011_RE_0280 x CaptureMethod,0.0
2011_RE_0280 x Fisher,0.0
2011_RE_0280 x LandingSite,0.0
2011_RE_0280 x Species,0.0
2011_RE_0280 x ReleaseSite,1.0
2011_RE_0280 x Tag_1,0.0
2011_RE_0280 x Tag_2,0.0
2011_RE_0280 x Tag_3,0.0
2011_RE_0280 x Lost_Tags,0.0
2011_RE_0280 x T_Number,0.0
2011_RE_0280 x CCL_cm,0.0
2011_RE_0280 x CCW_cm,0.0
2011_RE_0280 x Weight_Kg,0.0
2011_RE_0280 x Sex,0.0
2011_RE_0280 x TurtleCharacteristics,0.0
2011_RE_0280 x Status,0.0
2011_RE_0280 x Date_Release,0.0
2011_RE_0280 x Release_Admiss_Notes,0.0
2011_RE_0280 x SpecialRemarks,0.0
2011_RE_0280 x PCVNumber,0.0
2011_RE_0280 x Expenditure,0.0
2011_RE_0281 x Date_Caught,0.0
2011_RE_0281 x Researcher,0.0
2011_RE_0281 x CaptureSite,0.0
2011_RE_0281 x ForagingGround,0.0
2011_RE_0281 x CaptureMethod,0.0
2011_RE_0281 x Fisher,0.0
2011_RE_0281 x LandingSite,0.0
2011_RE_0281 x Species,0.0
2011_RE_0281 x ReleaseSite,1.0
2011_RE_0281 x Tag_1,0.0
2011_RE_0281 x Tag_2,0.0
2011_RE_0281 x Tag_3,0.0
2011_RE_0281 x Lost_Tags,0.0
2011_RE_0281 x T_Number,0.0
2011_RE_0281 x CCL_cm,0.0
2011_RE_0281 x CCW_cm,0.0
2011_RE_0281 x Weight_Kg,0.0
2011_RE_0281 x Sex,0.0
2011_RE_0281 x TurtleCharacteristics,0.0
2011_RE_0281 x Status,0.0
2011_RE_0281 x Date_Release,0.0
2011_RE_0281 x Release_Admiss_Notes,0.0
2011_RE_0281 x SpecialRemarks,0.0
2011_RE_0281 x PCVNumber,0.0
2011_RE_0281 x Expenditure,0.0
2011_RE_0282 x Date_Caught,0.0
2011_RE_0282 x Researcher,0.0
2011_RE_0282 x CaptureSite,0.0
2011_RE_0282 x ForagingGround,0.0
2011_RE_0282 x CaptureMethod,0.0
2011_RE_0282 x Fisher,0.0
2011_RE_0282 x LandingSite,0.0
2011_RE_0282 x Species,0.0
2011_RE_0282 x ReleaseSite,1.0
2011_RE_0282 x Tag_1,0.0
2011_RE_0282 x Tag_2,0.0
2011_RE_0282 x Tag_3,0.0
2011_RE_0282 x Lost_Tags,0.0
2011_RE_0282 x T_Number,0.0
2011_RE_0282 x CCL_cm,0.0
2011_RE_0282 x CCW_cm,0.0
2011_RE_0282 x Weight_Kg,0.0
2011_RE_0282 x Sex,0.0
2011_RE_0282 x TurtleCharacteristics,0.0
2011_RE_0282 x Status,0.0
2011_RE_0282 x Date_Release,0.0
2011_RE_0282 x Release_Admiss_Notes,0.0
2011_RE_0282 x SpecialRemarks,0.0
2011_RE_0282 x PCVNumber,0.0
2011_RE_0282 x Expenditure,0.0
2011_RE_0283 x Date_Caught,0.0
2011_RE_0283 x Researcher,0.0
2011_RE_0283 x CaptureSite,0.0
2011_RE_0283 x ForagingGround,0.0
2011_RE_0283 x CaptureMethod,0.0
2011_RE_0283 x Fisher,0.0
2011_RE_0283 x LandingSite,0.0
2011_RE_0283 x Species,0.0
2011_RE_0283 x ReleaseSite,1.0
2011_RE_0283 x Tag_1,0.0
2011_RE_0283 x Tag_2,0.0
2011_RE_0283 x Tag_3,0.0
2011_RE_0283 x Lost_Tags,0.0
2011_RE_0283 x T_Number,0.0
2011_RE_0283 x CCL_cm,0.0
2011_RE_0283 x CCW_cm,0.0
2011_RE_0283 x Weight_Kg,0.0
2011_RE_0283 x Sex,0.0
2011_RE_0283 x TurtleCharacteristics,0.0
2011_RE_0283 x Status,0.0
2011_RE_0283 x Date_Release,0.0
2011_RE_0283 x Release_Admiss_Notes,0.0
2011_RE_0283 x SpecialRemarks,0.0
2011_RE_0283 x PCVNumber,0.0
2011_RE_0283 x Expenditure,0.0
2011_RE_0284 x Date_Caught,0.0
2011_RE_0284 x Researcher,0.0
2011_RE_0284 x CaptureSite,0.0
2011_RE_0284 x ForagingGround,0.0
2011_RE_0284 x CaptureMethod,0.0
2011_RE_0284 x Fisher,0.0
2011_RE_0284 x LandingSite,0.0
2011_RE_0284 x Species,0.0
2011_RE_0284 x ReleaseSite,1.0
2011_RE_0284 x Tag_1,0.0
2011_RE_0284 x Tag_2,0.0
2011_RE_0284 x Tag_3,0.0
2011_RE_0284 x Lost_Tags,0.0
2011_RE_0284 x T_Number,0.0
2011_RE_0284 x CCL_cm,0.0
2011_RE_0284 x CCW_cm,0.0
2011_RE_0284 x Weight_Kg,0.0
2011_RE_0284 x Sex,0.0
2011_RE_0284 x TurtleCharacteristics,0.0
2011_RE_0284 x Status,0.0
2011_RE_0284 x Date_Release,0.0
2011_RE_0284 x Release_Admiss_Notes,0.0
2011_RE_0284 x SpecialRemarks,0.0
2011_RE_0284 x PCVNumber,0.0
2011_RE_0284 x Expenditure,0.0
2011_RE_0285 x Date_Caught,0.0
2011_RE_0285 x Researcher,0.0
2011_RE_0285 x CaptureSite,0.0
2011_RE_0285 x ForagingGround,0.0
2011_RE_0285 x CaptureMethod,0.0
2011_RE_0285 x Fisher,0.0
2011_RE_0285 x LandingSite,0.0
2011_RE_0285 x Species,0.0
2011_RE_0285 x ReleaseSite,1.0
2011_RE_0285 x Tag_1,0.0
2011_RE_0285 x Tag_2,0.0
2011_RE_0285 x Tag_3,0.0
2011_RE_0285 x Lost_Tags,0.0
2011_RE_0285 x T_Number,0.0
2011_RE_0285 x CCL_cm,0.0
2011_RE_0285 x CCW_cm,0.0
2011_RE_0285 x Weight_Kg,0.0
2011_RE_0285 x Sex,0.0
2011_RE_0285 x TurtleCharacteristics,0.0
2011_RE_0285 x Status,0.0
2011_RE_0285 x Date_Release,0.0
2011_RE_0285 x Release_Admiss_Notes,0.0
2011_RE_0285 x SpecialRemarks,0.0
2011_RE_0285 x PCVNumber,0.0
2011_RE_0285 x Expenditure,0.0
2011_RE_0286 x Date_Caught,0.0
2011_RE_0286 x Researcher,0.0
2011_RE_0286 x CaptureSite,0.0
2011_RE_0286 x ForagingGround,0.0
2011_RE_0286 x CaptureMethod,0.0
2011_RE_0286 x Fisher,0.0
2011_RE_0286 x LandingSite,0.0
2011_RE_0286 x Species,0.0
2011_RE_0286 x ReleaseSite,1.0
2011_RE_0286 x Tag_1,0.0
2011_RE_0286 x Tag_2,0.0
2011_RE_0286 x Tag_3,0.0
2011_RE_0286 x Lost_Tags,0.0
2011_RE_0286 x T_Number,0.0
2011_RE_0286 x CCL_cm,0.0
2011_RE_0286 x CCW_cm,0.0
2011_RE_0286 x Weight_Kg,0.0
2011_RE_0286 x Sex,0.0
2011_RE_0286 x TurtleCharacteristics,0.0
2011_RE_0286 x Status,0.0
2011_RE_0286 x Date_Release,0.0
2011_RE_0286 x Release_Admiss_Notes,0.0
2011_RE_0286 x SpecialRemarks,0.0
2011_RE_0286 x PCVNumber,0.0
2011_RE_0286 x Expenditure,0.0
2011_RE_0287 x Date_Caught,0.0
2011_RE_0287 x Researcher,0.0
2011_RE_0287 x CaptureSite,0.0
2011_RE_0287 x ForagingGround,0.0
2011_RE_0287 x CaptureMethod,0.0
2011_RE_0287 x Fisher,0.0
2011_RE_0287 x LandingSite,0.0
2011_RE_0287 x Species,0.0
2011_RE_0287 x ReleaseSite,1.0
2011_RE_0287 x Tag_1,0.0
2011_RE_0287 x Tag_2,0.0
2011_RE_0287 x Tag_3,0.0
2011_RE_0287 x Lost_Tags,0.0
2011_RE_0287 x T_Number,0.0
2011_RE_0287 x CCL_cm,0.0
2011_RE_0287 x CCW_cm,0.0
2011_RE_0287 x Weight_Kg,0.0
2011_RE_0287 x Sex,0.0
2011_RE_0287 x TurtleCharacteristics,0.0
2011_RE_0287 x Status,0.0
2011_RE_0287 x Date_Release,0.0
2011_RE_0287 x Release_Admiss_Notes,0.0
2011_RE_0287 x SpecialRemarks,0.0
2011_RE_0287 x PCVNumber,0.0
2011_RE_0287 x Expenditure,0.0
2011_RE_0288 x Date_Caught,0.0
2011_RE_0288 x Researcher,0.0
2011_RE_0288 x CaptureSite,0.0
2011_RE_0288 x ForagingGround,0.0
2011_RE_0288 x CaptureMethod,0.0
2011_RE_0288 x Fisher,0.0
2011_RE_0288 x LandingSite,0.0
2011_RE_0288 x Species,0.0
2011_RE_0288 x ReleaseSite,1.0
2011_RE_0288 x Tag_1,0.0
2011_RE_0288 x Tag_2,0.0
2011_RE_0288 x Tag_3,0.0
2011_RE_0288 x Lost_Tags,0.0
2011_RE_0288 x T_Number,0.0
2011_RE_0288 x CCL_cm,0.0
2011_RE_0288 x CCW_cm,0.0
2011_RE_0288 x Weight_Kg,0.0
2011_RE_0288 x Sex,0.0
2011_RE_0288 x TurtleCharacteristics,0.0
2011_RE_0288 x Status,0.0
2011_RE_0288 x Date_Release,0.0
2011_RE_0288 x Release_Admiss_Notes,0.0
2011_RE_0288 x SpecialRemarks,0.0
2011_RE_0288 x PCVNumber,0.0
2011_RE_0288 x Expenditure,0.0
2011_RE_0289 x Date_Caught,0.0
2011_RE_0289 x Researcher,0.0
2011_RE_0289 x CaptureSite,0.0
2011_RE_0289 x ForagingGround,0.0
2011_RE_0289 x CaptureMethod,0.0
2011_RE_0289 x Fisher,0.0
2011_RE_0289 x LandingSite,0.0
2011_RE_0289 x Species,0.0
2011_RE_0289 x ReleaseSite,1.0
2011_RE_0289 x Tag_1,0.0
2011_RE_0289 x Tag_2,0.0
2011_RE_0289 x Tag_3,0.0
2011_RE_0289 x Lost_Tags,0.0
2011_RE_0289 x T_Number,0.0
2011_RE_0289 x CCL_cm,0.0
2011_RE_0289 x CCW_cm,0.0
2011_RE_0289 x Weight_Kg,0.0
2011_RE_0289 x Sex,0.0
2011_RE_0289 x TurtleCharacteristics,0.0
2011_RE_0289 x Status,0.0
2011_RE_0289 x Date_Release,0.0
2011_RE_0289 x Release_Admiss_Notes,0.0
2011_RE_0289 x SpecialRemarks,0.0
2011_RE_0289 x PCVNumber,0.0
2011_RE_0289 x Expenditure,0.0
2011_RE_0290 x Date_Caught,0.0
2011_RE_0290 x Researcher,0.0
2011_RE_0290 x CaptureSite,0.0
2011_RE_0290 x ForagingGround,0.0
2011_RE_0290 x CaptureMethod,0.0
2011_RE_0290 x Fisher,0.0
2011_RE_0290 x LandingSite,0.0
2011_RE_0290 x Species,0.0
2011_RE_0290 x ReleaseSite,1.0
2011_RE_0290 x Tag_1,0.0
2011_RE_0290 x Tag_2,0.0
2011_RE_0290 x Tag_3,0.0
2011_RE_0290 x Lost_Tags,0.0
2011_RE_0290 x T_Number,0.0
2011_RE_0290 x CCL_cm,0.0
2011_RE_0290 x CCW_cm,0.0
2011_RE_0290 x Weight_Kg,0.0
2011_RE_0290 x Sex,0.0
2011_RE_0290 x TurtleCharacteristics,0.0
2011_RE_0290 x Status,0.0
2011_RE_0290 x Date_Release,0.0
2011_RE_0290 x Release_Admiss_Notes,0.0
2011_RE_0290 x SpecialRemarks,0.0
2011_RE_0290 x PCVNumber,0.0
2011_RE_0290 x Expenditure,0.0
2011_RE_0291 x Date_Caught,0.0
2011_RE_0291 x Researcher,0.0
2011_RE_0291 x CaptureSite,0.0
2011_RE_0291 x ForagingGround,0.0
2011_RE_0291 x CaptureMethod,0.0
2011_RE_0291 x Fisher,0.0
2011_RE_0291 x LandingSite,0.0
2011_RE_0291 x Species,0.0
2011_RE_0291 x ReleaseSite,1.0
2011_RE_0291 x Tag_1,0.0
2011_RE_0291 x Tag_2,0.0
2011_RE_0291 x Tag_3,0.0
2011_RE_0291 x Lost_Tags,0.0
2011_RE_0291 x T_Number,0.0
2011_RE_0291 x CCL_cm,0.0
2011_RE_0291 x CCW_cm,0.0
2011_RE_0291 x Weight_Kg,0.0
2011_RE_0291 x Sex,0.0
2011_RE_0291 x TurtleCharacteristics,0.0
2011_RE_0291 x Status,0.0
2011_RE_0291 x Date_Release,0.0
2011_RE_0291 x Release_Admiss_Notes,0.0
2011_RE_0291 x SpecialRemarks,0.0
2011_RE_0291 x PCVNumber,0.0
2011_RE_0291 x Expenditure,0.0
2011_RE_0292 x Date_Caught,0.0
2011_RE_0292 x Researcher,0.0
2011_RE_0292 x CaptureSite,0.0
2011_RE_0292 x ForagingGround,0.0
2011_RE_0292 x CaptureMethod,0.0
2011_RE_0292 x Fisher,0.0
2011_RE_0292 x LandingSite,0.0
2011_RE_0292 x Species,0.0
2011_RE_0292 x ReleaseSite,1.0
2011_RE_0292 x Tag_1,0.0
2011_RE_0292 x Tag_2,0.0
2011_RE_0292 x Tag_3,0.0
2011_RE_0292 x Lost_Tags,0.0
2011_RE_0292 x T_Number,0.0
2011_RE_0292 x CCL_cm,0.0
2011_RE_0292 x CCW_cm,0.0
2011_RE_0292 x Weight_Kg,0.0
2011_RE_0292 x Sex,0.0
2011_RE_0292 x TurtleCharacteristics,0.0
2011_RE_0292 x Status,0.0
2011_RE_0292 x Date_Release,0.0
2011_RE_0292 x Release_Admiss_Notes,0.0
2011_RE_0292 x SpecialRemarks,0.0
2011_RE_0292 x PCVNumber,0.0
2011_RE_0292 x Expenditure,0.0
2011_RE_0293 x Date_Caught,0.0
2011_RE_0293 x Researcher,0.0
